bt.A.x START 1
[7l-dsk/total- ---paging-- ---load-avg--- ------memory-usage----- ---procs--- --io/total- ----swap--- ----system----
 read  writ|  in   out | 1m   5m  15m | used  buff  cach  free|run blk new| read  writ| used  free|     time     
   0     0 |   0     0 |0.97 0.88 0.66| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:12:40
   0     0 |   0     0 |0.97 0.88 0.66| 980M 61.7M  145M 61.9G|2.0   0   0|   0     0 |  16M  984M|23-03 05:12:41
   0     0 |   0     0 |0.97 0.88 0.66| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:12:42
   0     0 |   0     0 |0.97 0.88 0.66| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:12:43
   0     0 |   0     0 |0.97 0.88 0.66| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:12:44
   0     0 |   0     0 |0.97 0.88 0.66| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:12:45
   0     0 |   0     0 |0.97 0.88 0.66| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:12:46
   0     0 |   0     0 |0.97 0.88 0.66| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:12:47
   0     0 |   0     0 |0.97 0.88 0.66| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:12:48
   0     0 |   0     0 |0.97 0.88 0.66| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:12:49
   0     0 |   0     0 |0.98 0.88 0.66| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:12:50
   0     0 |   0     0 |0.98 0.88 0.66| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:12:51
   0     0 |   0     0 |0.98 0.88 0.66| 980M 61.7M  145M 61.9G|3.0   0   0|   0     0 |  16M  984M|23-03 05:12:52
   0     0 |   0     0 |0.98 0.88 0.66| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:12:53
   0     0 |   0     0 |0.98 0.88 0.66| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:12:54
   0     0 |   0     0 |0.98 0.88 0.66| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:12:55
   0     0 |   0     0 |0.98 0.88 0.66| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:12:56
   0     0 |   0     0 |0.98 0.88 0.66| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:12:57
   0     0 |   0     0 |0.98 0.88 0.66| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:12:58
   0     0 |   0     0 |0.98 0.88 0.66| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:12:59
   0     0 |   0     0 |0.98 0.88 0.67| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:00
   0     0 |   0     0 |0.98 0.88 0.67| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:01
   0     0 |   0     0 |0.98 0.88 0.67| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:02
   0    16k|   0     0 |0.98 0.88 0.67| 980M 61.7M  145M 61.9G|1.0   0   0|   0  4.00 |  16M  984M|23-03 05:13:03
   0     0 |   0     0 |0.98 0.88 0.67| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:04
   0     0 |   0     0 |0.98 0.89 0.67| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:05
   0     0 |   0     0 |0.98 0.89 0.67| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:06
   0     0 |   0     0 |0.98 0.89 0.67| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:07
   0     0 |   0     0 |0.98 0.89 0.67| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:08
   0     0 |   0     0 |0.98 0.89 0.67| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:09
   0     0 |   0     0 |0.98 0.89 0.67| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:10
   0  8192B|   0     0 |0.98 0.89 0.67| 980M 61.7M  145M 61.9G|1.0   0   0|   0  2.00 |  16M  984M|23-03 05:13:11
   0     0 |   0     0 |0.98 0.89 0.67| 980M 61.7M  145M 61.9G|2.0   0   0|   0     0 |  16M  984M|23-03 05:13:12
   0     0 |   0     0 |0.98 0.89 0.67| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:13
   0     0 |   0     0 |0.98 0.89 0.67| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:14
   0     0 |   0     0 |0.98 0.89 0.67| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:15
   0     0 |   0     0 |0.98 0.89 0.67| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:16
   0     0 |   0     0 |0.98 0.89 0.67| 980M 61.7M  145M 61.9G|3.0   0   0|   0     0 |  16M  984M|23-03 05:13:17
   0     0 |   0     0 |0.98 0.89 0.67| 980M 61.7M  145M 61.9G|3.0   0   0|   0     0 |  16M  984M|23-03 05:13:18
   0     0 |   0     0 |0.98 0.89 0.67| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:19
   0     0 |   0     0 |0.98 0.89 0.67| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:20
   0     0 |   0     0 |0.98 0.89 0.67| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:21
   0     0 |   0     0 |0.98 0.89 0.67| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:22
   0     0 |   0     0 |0.98 0.89 0.67| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:23
   0     0 |   0     0 |0.98 0.89 0.67| 980M 61.7M  145M 61.9G|3.0   0   0|   0     0 |  16M  984M|23-03 05:13:24
   0     0 |   0     0 |0.98 0.89 0.67| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:25
   0     0 |   0     0 |0.98 0.89 0.67| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:26
   0     0 |   0     0 |0.98 0.89 0.67| 980M 61.7M  145M 61.9G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:27
bt.B.x END 1
bt.C.x START 1
   0     0 |   0     0 |0.98 0.89 0.67| 973M 61.7M  145M 61.9G|1.0   0 1.0|   0     0 |  16M  984M|23-03 05:13:28
   0     0 |   0     0 |0.98 0.89 0.67|1139M 61.7M  145M 61.7G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:29
   0     0 |   0     0 |0.99 0.89 0.68|1498M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:30
   0     0 |   0     0 |0.99 0.89 0.68|1498M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:31
   0     0 |   0     0 |0.99 0.89 0.68|1498M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:32
   0     0 |   0     0 |0.99 0.89 0.68|1498M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:33
   0     0 |   0     0 |0.99 0.89 0.68|1498M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:34
   0     0 |   0     0 |0.99 0.89 0.68|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:35
   0     0 |   0     0 |0.99 0.89 0.68|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:36
   0     0 |   0     0 |0.99 0.89 0.68|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:37
   0    12k|   0     0 |0.99 0.89 0.68|1497M 61.7M  145M 61.3G|1.0   0   0|   0  3.00 |  16M  984M|23-03 05:13:38
   0     0 |   0     0 |0.99 0.89 0.68|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:39
   0     0 |   0     0 |0.99 0.90 0.68|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:40
   0     0 |   0     0 |0.99 0.90 0.68|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:41
   0     0 |   0     0 |0.99 0.90 0.68|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:42
   0     0 |   0     0 |0.99 0.90 0.68|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:43
   0     0 |   0     0 |0.99 0.90 0.68|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:44
   0     0 |   0     0 |0.99 0.90 0.68|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:45
   0     0 |   0     0 |0.99 0.90 0.68|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:46
   0     0 |   0     0 |0.99 0.90 0.68|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:47
   0     0 |   0     0 |0.99 0.90 0.68|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:48
   0     0 |   0     0 |0.99 0.90 0.68|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:49
   0     0 |   0     0 |0.99 0.90 0.68|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:50
   0     0 |   0     0 |0.99 0.90 0.68|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:51
   0     0 |   0     0 |0.99 0.90 0.68|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:52
   0     0 |   0     0 |0.99 0.90 0.68|1497M 61.7M  145M 61.3G|1.0   0 1.0|   0     0 |  16M  984M|23-03 05:13:53
   0     0 |   0     0 |0.99 0.90 0.68|1497M 61.7M  145M 61.3G|3.0   0 1.0|   0     0 |  16M  984M|23-03 05:13:54
   0     0 |   0     0 |0.99 0.90 0.68|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:55
   0     0 |   0     0 |0.99 0.90 0.68|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:56
   0     0 |   0     0 |0.99 0.90 0.68|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:57
   0     0 |   0     0 |0.99 0.90 0.68|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:58
   0     0 |   0     0 |0.99 0.90 0.68|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:13:59
   0     0 |   0     0 |0.99 0.90 0.68|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:00
   0     0 |   0     0 |0.99 0.90 0.68|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:01
   0     0 |   0     0 |0.99 0.90 0.68|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:02
   0     0 |   0     0 |0.99 0.90 0.68|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:03
   0     0 |   0     0 |0.99 0.90 0.68|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:04
   0     0 |   0     0 |0.99 0.90 0.69|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:05
   0     0 |   0     0 |0.99 0.90 0.69|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:06
   0     0 |   0     0 |0.99 0.90 0.69|1497M 61.7M  145M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:14:07
   0     0 |   0     0 |0.99 0.90 0.69|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:08
   0     0 |   0     0 |0.99 0.90 0.69|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:09
   0     0 |   0     0 |0.99 0.91 0.69|1497M 61.7M  145M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:14:10
   0  4096B|   0     0 |0.99 0.91 0.69|1497M 61.7M  145M 61.3G|1.0   0   0|   0  1.00 |  16M  984M|23-03 05:14:11
   0     0 |   0     0 |0.99 0.91 0.69|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:12
   0     0 |   0     0 |0.99 0.91 0.69|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:13
   0     0 |   0     0 |0.99 0.91 0.69|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:14
   0     0 |   0     0 |0.99 0.91 0.69|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:15
   0     0 |   0     0 |0.99 0.91 0.69|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:16
   0     0 |   0     0 |0.99 0.91 0.69|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:17
   0     0 |   0     0 |0.99 0.91 0.69|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:18
   0     0 |   0     0 |0.99 0.91 0.69|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:19
   0     0 |   0     0 |0.99 0.91 0.69|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:20
   0     0 |   0     0 |0.99 0.91 0.69|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:21
   0     0 |   0     0 |0.99 0.91 0.69|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:22
   0     0 |   0     0 |0.99 0.91 0.69|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:23
   0     0 |   0     0 |0.99 0.91 0.69|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:24
   0     0 |   0     0 |0.99 0.91 0.69|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:25
   0     0 |   0     0 |0.99 0.91 0.69|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:26
   0     0 |   0     0 |0.99 0.91 0.69|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:27
   0     0 |   0     0 |0.99 0.91 0.69|1497M 61.7M  145M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:14:28
   0     0 |   0     0 |0.99 0.91 0.69|1497M 61.7M  145M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:14:29
   0     0 |   0     0 |0.99 0.91 0.69|1497M 61.7M  145M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:14:30
   0     0 |   0     0 |0.99 0.91 0.69|1497M 61.7M  145M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:14:31
   0     0 |   0     0 |0.99 0.91 0.69|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:32
   0     0 |   0     0 |0.99 0.91 0.69|1497M 61.7M  145M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:14:33
   0     0 |   0     0 |0.99 0.91 0.69|1497M 61.7M  145M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:14:34
   0     0 |   0     0 |0.99 0.91 0.69|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:35
   0     0 |   0     0 |0.99 0.91 0.69|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:36
   0     0 |   0     0 |0.99 0.91 0.69|1497M 61.7M  145M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:14:37
   0    12k|   0     0 |0.99 0.91 0.69|1497M 61.7M  145M 61.3G|1.0   0   0|   0  3.00 |  16M  984M|23-03 05:14:38
   0     0 |   0     0 |0.99 0.91 0.69|1497M 61.7M  145M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:14:39
   0     0 |   0     0 |0.99 0.91 0.70|1497M 61.7M  145M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:14:40
   0     0 |   0     0 |0.99 0.91 0.70|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:41
   0     0 |   0     0 |0.99 0.91 0.70|1497M 61.7M  145M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:14:42
   0     0 |   0     0 |0.99 0.91 0.70|1497M 61.7M  145M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:14:43
   0     0 |   0     0 |0.99 0.91 0.70|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:44
   0     0 |   0     0 |0.99 0.91 0.70|1497M 61.7M  145M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:14:45
   0     0 |   0     0 |0.99 0.91 0.70|1497M 61.7M  145M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:14:46
   0     0 |   0     0 |0.99 0.91 0.70|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:47
   0     0 |   0     0 |0.99 0.91 0.70|1497M 61.7M  145M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:14:48
   0     0 |   0     0 |0.99 0.91 0.70|1497M 61.7M  145M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:14:49
   0     0 |   0     0 |0.99 0.92 0.70|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:50
   0     0 |   0     0 |0.99 0.92 0.70|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:51
   0     0 |   0     0 |0.99 0.92 0.70|1497M 61.7M  145M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:14:52
   0     0 |   0     0 |0.99 0.92 0.70|1497M 61.7M  145M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:14:53
   0     0 |   0     0 |0.99 0.92 0.70|1497M 61.7M  145M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:14:54
   0     0 |   0     0 |0.99 0.92 0.70|1497M 61.7M  145M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:14:55
   0     0 |   0     0 |0.99 0.92 0.70|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:56
   0     0 |   0     0 |0.99 0.92 0.70|1497M 61.7M  145M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:14:57
   0     0 |   0     0 |0.99 0.92 0.70|1497M 61.7M  145M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:14:58
   0     0 |   0     0 |0.99 0.92 0.70|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:14:59
   0     0 |   0     0 |0.99 0.92 0.70|1497M 61.7M  145M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:15:00
   0     0 |   0     0 |0.99 0.92 0.70|1497M 61.7M  145M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:15:01
   0     0 |   0     0 |0.99 0.92 0.70|1497M 61.7M  145M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:15:02
   0     0 |   0     0 |0.99 0.92 0.70|1497M 61.7M  145M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:15:03
   0     0 |   0     0 |0.99 0.92 0.70|1497M 61.7M  145M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:15:04
   0     0 |   0     0 |0.99 0.92 0.70|1497M 61.7M  145M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:15:05
   0     0 |   0     0 |0.99 0.92 0.70|1497M 61.7M  145M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:15:06
   0     0 |   0     0 |0.99 0.92 0.70|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:15:07
   0     0 |   0     0 |0.99 0.92 0.70|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:15:08
   0     0 |   0     0 |0.99 0.92 0.70|1497M 61.7M  145M 61.3G|2.0   0 1.0|   0     0 |  16M  984M|23-03 05:15:09
   0     0 |   0     0 |0.99 0.92 0.70|1497M 61.7M  145M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:15:10
   0  4096B|   0     0 |0.99 0.92 0.70|1497M 61.7M  145M 61.3G|2.0   0   0|   0  1.00 |  16M  984M|23-03 05:15:11
   0     0 |   0     0 |0.99 0.92 0.70|1497M 61.7M  145M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:15:12
   0     0 |   0     0 |0.99 0.92 0.70|1497M 61.7M  145M 61.3G|2.0   0 1.0|   0     0 |  16M  984M|23-03 05:15:13
   0     0 |   0     0 |0.99 0.92 0.70|1497M 61.7M  145M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:15:14
   0     0 |   0     0 |0.99 0.92 0.71|1497M 61.7M  145M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:15:15
   0     0 |   0     0 |0.99 0.92 0.71|1497M 61.7M  145M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:15:16
   0     0 |   0     0 |0.99 0.92 0.71|1497M 61.7M  145M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:15:17
   0     0 |   0     0 |0.99 0.92 0.71|1497M 61.7M  145M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:15:18
   0     0 |   0     0 |0.99 0.92 0.71|1497M 61.7M  145M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:15:19
   0     0 |   0     0 |0.99 0.92 0.71|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:15:20
   0     0 |   0     0 |0.99 0.92 0.71|1497M 61.7M  145M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:15:21
   0     0 |   0     0 |0.99 0.92 0.71|1497M 61.7M  145M 61.3G|3.0   0 1.0|   0     0 |  16M  984M|23-03 05:15:22
   0     0 |   0     0 |0.99 0.92 0.71|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:15:23
   0     0 |   0     0 |0.99 0.92 0.71|1497M 61.7M  145M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:15:24
   0     0 |   0     0 |0.99 0.92 0.71|1497M 61.7M  145M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:15:25
   0     0 |   0     0 |0.99 0.92 0.71|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:15:26
   0     0 |   0     0 |0.99 0.92 0.71|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:15:27
   0     0 |   0     0 |0.99 0.92 0.71|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:15:28
   0     0 |   0     0 |0.99 0.92 0.71|1497M 61.7M  145M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:15:29
   0     0 |   0     0 |0.99 0.92 0.71|1497M 61.7M  145M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:15:30
   0     0 |   0     0 |0.99 0.92 0.71|1497M 61.7M  145M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:15:31
   0     0 |   0     0 |0.99 0.92 0.71|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:15:32
   0     0 |   0     0 |0.99 0.92 0.71|1497M 61.7M  145M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:15:33
   0     0 |   0     0 |0.99 0.92 0.71|1497M 61.7M  145M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:15:34
   0     0 |   0     0 |0.99 0.92 0.71|1497M 61.7M  145M 61.3G|2.0   0 1.0|   0     0 |  16M  984M|23-03 05:15:35
   0     0 |   0     0 |0.99 0.92 0.71|1497M 61.7M  145M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:15:36
   0     0 |   0     0 |0.99 0.92 0.71|1497M 61.7M  145M 61.3G|4.0   0   0|   0     0 |  16M  984M|23-03 05:15:37
   0    12k|   0     0 |0.99 0.92 0.71|1497M 61.7M  145M 61.3G|5.0   0   0|   0  3.00 |  16M  984M|23-03 05:15:38
   0     0 |   0     0 |0.99 0.92 0.71|1497M 61.7M  145M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:15:39
   0     0 |   0     0 |0.99 0.93 0.71|1497M 61.7M  145M 61.3G|4.0   0   0|   0     0 |  16M  984M|23-03 05:15:40
   0     0 |   0     0 |0.99 0.93 0.71|1497M 61.7M  145M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:15:41
   0     0 |   0     0 |0.99 0.93 0.71|1497M 61.7M  145M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:15:42
   0     0 |   0     0 |0.99 0.93 0.71|1497M 61.7M  145M 61.3G|2.0   0 1.0|   0     0 |  16M  984M|23-03 05:15:43
   0     0 |   0     0 |0.99 0.93 0.71|1497M 61.7M  145M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:15:44
   0     0 |   0     0 |0.99 0.93 0.71|1497M 61.7M  145M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:15:45
   0     0 |   0     0 |0.99 0.93 0.71|1497M 61.7M  145M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:15:46
   0     0 |   0     0 |0.99 0.93 0.71|1497M 61.7M  145M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:15:47
   0     0 |   0     0 |0.99 0.93 0.71|1497M 61.7M  145M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:15:48
   0     0 |   0     0 |0.99 0.93 0.71|1497M 61.7M  145M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:15:49
   0     0 |   0     0 |0.99 0.93 0.72|1497M 61.7M  145M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:15:50
   0     0 |   0     0 |0.99 0.93 0.72|1497M 61.7M  145M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:15:51
